City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kavaratti,10.5669,72.642,28.23,66,11,4.79,IN,1705401238
359,callao,-12.0667,-77.15,23.18,83,20,3.6,PE,1705401238
360,newman,37.3138,-121.0208,10.13,87,17,0.45,US,1705400827
361,taupo,-38.6833,176.0833,13.85,86,3,2.2,NZ,1705401239
362,ust-tsilma,65.441,52.1498,-13.24,95,100,3.08,RU,1705401239
363,launceston,-41.45,147.1667,20.8,68,28,5.14,AU,1705401168
364,qarqaraly,49.4058,75.4742,-19.29,92,6,1.5,KZ,1705401239
365,adler,43.43,39.92,16.09,31,100,9.0,RU,1705401239
366,kuta,-8.7233,115.1723,30.0,74,20,4.12,ID,1705401240
367,lepsy,46.235,78.9456,-9.29,85,42,4.23,KZ,1705401240
368,le port,-20.9373,55.2919,29.98,73,73,8.03,RE,1705401240
369,sungai besar,3.6746,100.9867,25.56,89,100,0.91,MY,1705401180
370,lerwick,60.1545,-1.1494,-1.0,61,100,8.04,GB,1705400930
371,saint-philippe,-21.3585,55.7679,29.51,80,95,6.89,RE,1705401241
372,flying fish cove,-10.4217,105.6791,27.82,83,40,2.57,CX,1705400907
373,mendi,-6.1761,143.6513,14.9,97,100,0.78,PG,1705401241
374,ujae,8.9322,165.7642,27.35,72,100,9.05,MH,1705401241
375,hadibu,12.65,54.0333,27.05,64,28,4.47,YE,1705400957
376,valday,57.9747,33.2525,-2.2,95,100,4.02,RU,1705401242
377,pachelma,53.2443,43.3521,0.62,98,100,9.53,RU,1705401242
378,shimanovsk,52.0,127.7,-15.34,90,100,1.66,RU,1705401242
379,yayva,59.3303,57.2641,-11.57,92,100,4.51,RU,1705401242
380,odienne,9.51,-7.5692,33.52,9,0,1.78,CI,1705401243
381,cole harbour,44.6724,-63.4751,0.95,88,97,2.08,CA,1705401243
382,sona,45.4388,10.8255,7.35,72,0,2.06,IT,1705401243
383,brasileia,-11.0161,-68.7481,25.25,94,75,1.03,BR,1705401243
384,st. john's,47.5649,-52.7093,-2.96,75,40,8.75,CA,1705400642
385,yoichi,43.2039,140.7703,-3.89,77,98,5.38,JP,1705401244
386,berdigestyakh,62.0989,126.6992,-20.48,95,100,2.83,RU,1705401244
387,new norfolk,-42.7826,147.0587,23.73,58,96,0.8,AU,1705400929
388,san antonio,29.4241,-98.4936,-5.22,51,0,7.2,US,1705400448
389,ha tinh,18.3333,105.9,21.31,78,37,2.19,VN,1705401015
390,hirara,24.8,125.2833,19.15,59,75,7.72,JP,1705401245
391,souillac,-20.5167,57.5167,27.21,83,100,8.75,MU,1705401245
392,afaahiti,-17.75,-149.2833,25.93,84,100,10.0,PF,1705400936
393,amasra,41.7463,32.3863,10.03,98,100,3.32,TR,1705401246
394,yicheng,31.3705,119.8703,9.02,72,27,6.34,CN,1705401246
395,east grinstead,51.1238,-0.0061,2.37,77,0,1.03,GB,1705401246
396,chabahar,25.2919,60.643,25.29,56,7,6.6,IR,1705401247
397,faranah,10.0404,-10.7434,32.54,27,0,0.64,GN,1705401247
398,saint-mandrier-sur-mer,43.078,5.929,14.55,73,0,6.17,FR,1705401247
399,kuhmo,64.1333,29.5167,-14.21,95,100,2.86,FI,1705400960
400,fauske,67.2588,15.3918,-8.46,86,80,5.03,NO,1705401248
401,celeyke,38.0597,37.1879,2.67,95,100,2.99,TR,1705401248
402,coahuayana de hidalgo,18.7,-103.6583,20.25,75,0,1.78,MX,1705400914
403,chui,-33.6971,-53.4616,22.55,83,97,2.49,UY,1705401248
404,emerald,-23.5333,148.1667,29.63,55,45,9.6,AU,1705401249
405,yuzhno-kurilsk,44.0306,145.8556,-7.01,75,100,9.83,RU,1705401249
406,sitka,57.0531,-135.33,1.94,93,100,1.54,US,1705400870
407,yelizovo,53.1873,158.3805,-6.92,93,100,6.0,RU,1705401250
408,yeppoon,-23.1333,150.7333,27.88,85,10,6.75,AU,1705400986
409,leava,-14.3,-178.1667,29.29,77,99,6.14,WF,1705400977
410,kingston,17.997,-76.7936,25.53,80,20,4.12,JM,1705400839
411,nizamabad,18.6667,78.1167,31.1,20,15,2.14,IN,1705401251
412,santa ana,33.7456,-117.8678,13.59,85,0,1.54,US,1705400472
413,muli,2.9167,73.5667,27.34,74,12,4.4,MV,1705401252
414,acajutla,13.5928,-89.8275,24.51,74,49,2.63,SV,1705401252
415,harstad,68.799,16.5293,-10.34,76,62,3.61,NO,1705400951
416,ambovombe,-25.1667,46.0833,27.74,72,77,5.53,MG,1705401252
417,comodoro rivadavia,-45.8667,-67.5,17.92,29,0,4.63,AR,1705401253
418,dwarka,22.2394,68.9678,23.82,60,36,4.29,IN,1705400940
419,zalingei,12.9096,23.4741,28.2,11,36,2.71,SD,1705401253
420,vilhena,-12.7406,-60.1458,21.83,95,46,1.1,BR,1705401253
421,yaren,-0.5472,166.916,28.3,81,100,5.01,NR,1705400924
422,oriximina,-1.7656,-55.8661,23.61,94,65,1.86,BR,1705401254
423,wagoner,35.9595,-95.3694,-15.23,74,34,2.98,US,1705401254
424,bridgewater,44.3835,-64.5155,-0.18,92,100,3.09,CA,1705401254
425,masvingo,-20.0637,30.8277,30.15,43,73,3.34,ZW,1705401255
426,marco island,25.9363,-81.7157,22.79,99,25,3.77,US,1705401255
427,hudiksvall,61.729,17.1036,-13.53,77,74,0.71,SE,1705401255
428,karatau,43.1667,70.4667,-4.22,96,100,1.62,KZ,1705401255
429,kill devil hills,36.0307,-75.676,14.01,85,100,2.57,US,1705401256
430,terenos,-20.4422,-54.8603,25.84,78,0,3.09,BR,1705401256
431,karasu mahallesi,41.071,30.7854,9.67,97,100,3.84,TR,1705401256
432,shahrak,34.1074,64.3052,5.39,48,75,1.9,AF,1705401256
433,hedaru,-4.5,37.9,28.79,58,100,0.69,TZ,1705401257
434,el calafate,-50.3408,-72.2768,9.41,62,100,2.21,AR,1705401101
435,moramanga,-18.9333,48.2,29.79,49,100,2.1,MG,1705401257
436,vedasandur,10.5333,77.95,29.04,46,43,1.34,IN,1705401257
437,arawa,-6.2132,155.5367,26.29,89,98,1.44,PG,1705400922
438,weno,7.4515,151.8468,28.97,74,40,3.6,FM,1705400922
439,mugia,43.1041,-9.2179,17.17,94,100,13.04,ES,1705400935
440,lycksele,64.5954,18.6735,-29.07,76,100,1.03,SE,1705401258
441,pandan,14.0453,124.1694,24.9,79,70,8.98,PH,1705401258
442,labytnangi,66.6572,66.4183,-37.49,99,45,1.69,RU,1705400927
443,tshikapa,-6.4167,20.8,27.04,81,88,2.63,CD,1705401259
444,sernur,56.9333,49.1536,-5.19,92,100,8.14,RU,1705401259
445,borrazopolis,-23.9411,-51.5875,23.21,87,100,0.82,BR,1705401260
446,miyoshi,35.0833,137.0667,5.79,55,1,5.41,JP,1705401260
447,port antonio,18.18,-76.4612,25.95,84,21,4.73,JM,1705401260
448,nikologory,56.1413,41.9922,-5.34,94,100,4.3,RU,1705401260
449,poso,-1.3959,120.7524,26.3,82,100,0.54,ID,1705401261
450,bikenibeu village,1.3673,173.1241,28.98,84,40,2.57,KI,1705400933
451,pemangkat,1.1667,108.9667,26.39,87,99,3.75,ID,1705401261
452,castillos,-34.1667,-53.8333,19.84,82,96,1.43,UY,1705400971
453,sinop,41.7711,34.8709,4.24,81,100,7.53,TR,1705401261
454,egilsstadir,65.2653,-14.3948,-7.05,79,75,6.17,IS,1705400928
455,pionerskiy,54.9508,20.2275,-3.25,55,100,12.33,RU,1705401000
456,cockburn town,21.4612,-71.1419,25.58,85,0,10.7,TC,1705400694
457,elliot lake,46.3834,-82.6331,-18.38,92,93,0.49,CA,1705400912
458,bandarbeyla,9.4942,50.8122,28.23,68,32,9.18,SO,1705400891
459,mangrol,21.1167,70.1167,24.51,49,17,5.56,IN,1705400945
460,bejaia,36.7559,5.0843,18.6,48,0,6.69,DZ,1705401127
461,kharod,21.75,82.5667,26.98,28,21,2.45,IN,1705401263
462,kattivakkam,13.2167,80.3167,29.05,59,1,3.91,IN,1705401263
463,novodvinsk,64.4165,40.8122,-14.14,93,100,4.08,RU,1705401029
464,tazacorte,28.629,-17.9293,25.54,97,40,15.43,ES,1705401264
465,lai,9.3952,16.2989,31.57,11,12,3.17,TD,1705401264
466,igrim,63.1906,64.4162,-19.69,98,89,1.47,RU,1705400872
467,sidi qacem,34.2215,-5.7078,21.12,31,100,1.26,MA,1705401264
468,vodnyy,63.5046,53.4095,-11.32,93,100,3.7,RU,1705401265
469,vila franca do campo,37.7167,-25.4333,13.23,87,84,7.99,PT,1705400912
470,paredon,16.0333,-93.8667,24.49,70,63,1.95,MX,1705401265
471,mount gambier,-37.8333,140.7667,17.65,89,18,3.38,AU,1705400931
472,tadmur,34.5608,38.2805,14.75,48,100,6.43,SY,1705401265
473,prado,-17.3411,-39.2208,25.82,85,21,2.72,BR,1705400879
474,padang,-0.9492,100.3543,31.03,85,100,0.85,ID,1705401266
475,ghardaia,32.4909,3.6735,19.64,13,100,4.63,DZ,1705401266
476,namtsy,62.7161,129.6658,-33.63,99,100,1.15,RU,1705401266
477,bellampalli,19.0558,79.493,30.94,31,7,0.35,IN,1705401267
478,ambodifotatra,-16.9833,49.85,28.99,73,99,3.67,MG,1705401267
479,cidreira,-30.1811,-50.2056,25.32,75,0,2.59,BR,1705401267
480,vostochnyy,55.8167,37.8667,-1.61,92,100,3.55,RU,1705401267
481,amga,60.8953,131.9608,-28.33,99,100,0.19,RU,1705400948
482,tinaquillo,9.9186,-68.3047,20.49,92,2,0.97,VE,1705401268
483,antofagasta,-23.65,-70.4,20.6,88,9,1.13,CL,1705400764
484,nagqu,31.5,92.0,-6.52,27,100,1.43,CN,1705400898
485,gizo,-8.103,156.8419,28.59,82,100,4.11,SB,1705400987
486,opuwo,-18.0607,13.84,26.94,33,94,4.38,NA,1705400962
487,middle island,40.8843,-72.9373,-0.89,92,100,3.09,US,1705401269
488,las khorey,11.1595,48.1967,27.55,73,87,5.17,SO,1705400971
489,tarinkot,32.6268,65.8733,15.55,23,22,1.38,AF,1705401269
490,bonthe,7.5264,-12.505,30.54,60,67,1.11,SL,1705401270
491,turiacu,-1.6633,-45.3717,26.06,90,97,2.61,BR,1705401270
492,alofi,-19.0595,-169.9187,23.94,100,100,5.66,NU,1705400931
493,yuzha,56.5831,42.0122,-2.8,92,100,3.99,RU,1705401270
494,tari,12.4086,4.4914,28.74,9,5,7.26,NG,1705401270
495,meadow lake,34.8014,-106.5436,0.94,62,0,0.92,US,1705401271
496,claremont,34.0967,-117.7198,13.71,80,0,2.57,US,1705401271
497,bozeman,45.6796,-111.0386,-16.71,78,0,2.06,US,1705401271
498,wau,7.7029,27.9953,33.72,12,71,3.02,SS,1705401271
499,necochea,-38.5473,-58.7368,18.65,72,90,2.73,AR,1705401272
500,sarupathar,26.1984,93.8094,25.12,56,1,0.74,IN,1705401272
501,bereket,39.2446,55.5154,5.89,59,0,7.13,TM,1705401272
502,piedras negras,28.7,-100.5167,-3.74,45,0,5.29,MX,1705401272
503,sinabang,2.4803,96.3801,27.82,76,51,0.97,ID,1705401273
504,meulaboh,4.1363,96.1285,28.8,71,47,2.56,ID,1705400939
505,jordanow,49.6493,19.8298,0.43,78,90,5.81,PL,1705401273
506,zouerate,22.7187,-12.4521,24.23,7,97,3.45,MR,1705401273
507,nangen,35.41,127.3858,0.41,49,97,1.12,KR,1705401274
508,cobija,-11.0267,-68.7692,25.1,94,75,1.03,BO,1705401274
509,naracoorte,-36.9579,140.7383,18.96,83,38,4.65,AU,1705401274
510,beyneu,45.3167,55.2,-3.08,76,75,7.52,KZ,1705401275
511,flin flon,54.7682,-101.865,-18.4,94,100,6.16,CA,1705401275
512,glace bay,46.1969,-59.957,-5.68,83,20,3.09,CA,1705401240
513,santanyi,39.3546,3.1291,18.23,81,55,8.53,ES,1705401276
514,santiago de cuba,20.0247,-75.8219,22.06,88,20,2.57,CU,1705401005
515,kidal,18.4411,1.4078,25.26,12,0,6.21,ML,1705401277
516,batticaloa,7.7102,81.6924,26.75,70,78,3.22,LK,1705401277
517,tidjikja,18.5564,-11.4271,27.03,6,22,8.44,MR,1705401278
518,springbok,-29.6643,17.8865,26.38,30,0,7.83,ZA,1705401278
519,karratha,-20.7377,116.8463,29.29,58,63,10.25,AU,1705400960
520,mariental,-24.6333,17.9667,35.06,15,9,3.19,NA,1705400946
521,arkhangel'sk,64.5401,40.5433,-13.94,85,100,6.0,RU,1705401279
522,pangai,-19.8,-174.35,26.42,87,100,5.83,TO,1705401279
523,puerto deseado,-47.7503,-65.8938,12.78,61,96,3.61,AR,1705401279
524,winsted,41.9212,-73.0601,-4.58,91,100,1.79,US,1705401279
525,lautoka,-17.6167,177.4667,25.92,94,75,0.51,FJ,1705400948
526,kamloops,50.6665,-120.3192,-13.01,75,75,4.12,CA,1705401280
527,al bawiti,28.3492,28.8659,17.33,31,16,4.11,EG,1705401280
528,tangalle,6.024,80.7911,30.09,62,15,2.36,LK,1705401280
529,es castell,39.8795,4.2854,16.38,100,20,3.09,ES,1705401280
530,olenegorsk,68.15,33.3,-15.98,89,100,5.7,RU,1705401281
531,happy valley-goose bay,53.3168,-60.3315,-16.83,78,75,0.0,CA,1705400956
532,whangarei,-35.7317,174.3239,18.26,98,63,0.74,NZ,1705401281
533,coquimbo,-29.9533,-71.3436,14.85,94,100,1.03,CL,1705400919
534,blairgowrie,56.5916,-3.3405,0.01,88,100,1.33,GB,1705401281
535,polyarnyy,69.1989,33.4478,-14.81,93,100,3.62,RU,1705401013
536,kievka,50.2619,71.5514,-20.5,90,64,2.28,KZ,1705401282
537,dul'durga,50.6761,113.5931,-10.2,76,94,4.82,RU,1705401282
538,tarauaca,-8.1614,-70.7656,22.38,99,92,0.39,BR,1705400998
539,cascais,38.6979,-9.4215,18.06,95,75,11.32,PT,1705401283
540,mulanje,-16.0316,35.5,27.82,74,89,2.4,MW,1705401283
541,bure,10.7,37.0667,26.78,31,87,2.78,ET,1705401283
542,fort bragg,35.139,-79.006,5.75,87,100,1.54,US,1705401283
543,george town,5.4112,100.3354,29.97,74,40,4.12,MY,1705401167
544,baie-saint-paul,47.4411,-70.4986,-9.53,93,97,1.79,CA,1705401284
545,palma soriano,20.2172,-75.9989,21.48,92,0,0.88,CU,1705401284
546,lagunillas,10.1301,-71.2595,25.29,77,3,1.84,VE,1705401284
547,teguise,29.0605,-13.564,23.12,27,0,5.14,ES,1705401284
548,woodward,36.4337,-99.3904,-14.43,63,75,4.12,US,1705400909
549,isla del bosque,22.7333,-105.85,17.21,66,82,1.62,MX,1705401285
550,nikel,69.4128,30.222,-16.9,89,100,3.72,RU,1705401285
551,pindushi,62.9152,34.58,-7.33,96,100,2.85,RU,1705401285
552,maiurno,13.4167,33.6667,31.0,19,33,6.22,SD,1705401286
553,am timan,11.0297,20.2827,31.92,11,24,3.5,TD,1705401286
554,quellon,-43.1167,-73.6167,11.91,83,57,1.14,CL,1705401146
555,chinchilla,-26.75,150.6333,26.12,78,56,3.13,AU,1705401286
556,morondava,-20.2833,44.2833,29.83,70,100,4.14,MG,1705401287
557,qobustan,40.0824,49.412,7.35,52,17,6.02,AZ,1705400985
